PT,Author,Title,Publication,Year,Abstract,Citation Count,Sn,Id
J,"Adida, Claire L.; Laitin, David D.; Valfort, Marie-Anne",RELIGIOUS HOMOPHILY IN A SECULAR COUNTRY: EVIDENCE FROM A VOTING GAME IN FRANCE,ECONOMIC INQUIRY,2015,"Homophilythe tendency individuals have to associate with similar-othersis a powerful determinant of social networks. Yet research to date does not allow us to determine which dimension, e.g., ethnic, religious, gender, age, or class similarity, drives association. Tests demonstrating homophily are flawed by restricting the range of dimensions in the choice set. We introduce an experimental game in which we exogenously expose subjects to diverse partners to determine which dimension dominates. We find that in a socio-demographically diverse district of Paris, despite expectations of secularization, religious similarity significantly predicts homophily. Moreover, we provide tentative evidence that religious homophily is taste-based. (JEL C91, D03, D72, J71, Z12)",2,0095-2583,WOS:000349435400022
J,"Carol, Sarah; Teney, Celine",Attitudes Towards Intergroup Dating Among Brussels Adolescents: The interaction of gender and ethnicity and its determinants,EUROPEAN SOCIETIES,2015,"Attitudes towards intergroup dating and their determinants are important to comprehend group boundaries of multicultural societies. Our contribution investigates gender and ethnic differences in intergroup dating approval among 18 year olds from 11 ethnic groups in Belgium. We observe ethnic differences in the level of approval of intergroup dating. However, these ethnic disparities are largely explained by the degree of sexual liberalization, parental control and religiosity. Moreover, the associations of parental control, sexual liberalization and religiosity with attitudes towards intergroup dating differ for girls and boys. We conclude by highlighting the relevance of the interaction of gender and ethnic origin in shaping attitudes towards intergroup dating.",2,1461-6696,WOS:000352339300002
J,"Liou, Yi-Hwa; Daly, Alan J.; Brown, Chris; del Fresno, Miguel",Foregrounding the role of relationships in reform A social network perspective on leadership and change,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,2015,"Purpose - The role of relationships in the process of leadership and change is central, yet the social aspect of the work of reform is often background in favor of more technical approaches to improvement. Therefore, the purpose of this paper is to argue that social network theory and analysis provides a useful theory and set of tools to unpack the complex social work of leadership.Design/methodology/approach - In this paper the authors begin by reviewing social network theory in education to date. The authors identify strengths and gap areas and use findings and data from existing social network studies of educational leadership to highlight major concepts.Findings - Along with empirical examples, the paper proposes four important strands of social network analysis for future research in educational leadership: multiplex networks; multi-mode networks; longitudinal networks; and real time networks.Originality/value - This paper builds on recent scholarship using social network analysis in educational leadership and suggests that social network theory and methods provides unique and important analytic purchase in the study of educational leadership.",2,0951-354X,WOS:000360571300003
J,"Lu, Luo",Building trust and cohesion in virtual teams: the developmental approach,JOURNAL OF ORGANIZATIONAL EFFECTIVENESS-PEOPLE AND PERFORMANCE,2015,"Purpose - Using the developmental process of interpersonal relationships as a metaphor, the purpose of this paper is to examine the mediating effects of trust and cohesion on the links between psychosocial factors and work outcomes among Chinese employees.Design/methodology/approach - A three-wave survey method was used to collect data from 388 full-time employees working in virtual teams in diverse industries in Taiwan.Findings - Structural equation modeling confirmed that trust and cohesion were two key psychological mechanisms linking up team psychosocial factors (i.e. psychological similarity, shared activities) and work outcomes (i.e. job satisfaction, team performance).Practical implications - This study examined virtual teams, which are increasingly prevalent in cloud computing applications, from a largely overlooked social psychological perspective. The results clearly demonstrated that the development and functioning of work teams is similar to the formation and functioning of social relationships. Thus, psychology in general, social psychology in particular, should have a lot to contribute to the better understanding of the rich dynamism of work teams, virtual and face-to-face.Originality/value - This is the first study testing a comprehensive model of the process of attraction-identification-trust-performance in the virtual team context with a non-western sample. The unique individual-level analysis underlining the human factors complements more often taken approach of organization-and/or team-level analysis of virtuality tackling structural and strategic issues.",2,2051-6614,WOS:000218540200004
J,"Robin, Stephane; Rusinowska, Agnieszka; Villeval, Marie Claire",Ingratiation: Experimental evidence,EUROPEAN ECONOMIC REVIEW,2014,"We investigate experimentally ingratiatory behavior expressed by opinion conformity. Both individuals' performance at a task and their opinions on various topics can be observed before unequal payoffs are assigned by a second mover. In some treatments, first movers can change their opinion after learning that held by the second mover. We find evidence of high ingratiation indices, as opinion conformity is rewarded. However, second movers reward conformity less when it is common knowledge that opinions can be manipulated strategically. Introducing a monetary cost for changing opinion reduces ingratiation. Introducing performance-related pay for the second mover makes ingratiation less rewarding but does not eliminate it completely. Reducing the noise in the measurement of ability has little effect. (C) 2013 Elsevier B.V. All rights reserved.",2,0014-2921,WOS:000332439200002
B,"Grund, Thomas",Network size and network homophily: Same-sex friendships in 595 Scandinavian schools,ANALYTICAL SOCIOLOGY: ACTIONS AND NETWORKS,2014,,2,,WOS:000354996700026
S,"Lomi, Alessandro; Torlo, Vanina J.",THE NETWORK DYNAMICS OF SOCIAL STATUS: PROBLEMS AND POSSIBILITIES,CONTEMPORARY PERSPECTIVES ON ORGANIZATIONAL SOCIAL NETWORKS,2014,The distinction between network theories and theories of networks is particularly salient in studying social status because social status is both a consequence and an antecedent of network ties. Status is a consequence of network ties because it is conferred by interdependent acts of deference connecting a sender and a recipient. Status is also an antecedent of network ties because it affects individual preferences for social interaction which produce distinct forms of preferential attachment. A new generation of stochastic actor oriented models (SAOM) for social networks is now available that may help to integrate network theories and theories of networks.,2,0733-558X,WOS:000358165400020
J,"de Cuyper, Ruben; Dirkzwager, Anja; Volker, Beate; van der Laan, Peter; Nieuwbeerta, Paul",Personal networks of prisoners prior to incarceration: A comparison with the general Dutch population,SOCIAL SCIENCE RESEARCH,2013,"This study examines inmates' core discussion network prior to their incarceration. The core discussion network consists of the immediate social circle of relatively strong ties. The aims of the study are twofold: (1) to describe inmates' core discussion network prior to their incarceration in terms of network structure, relationship quality and embedded socioeconomic resources; (2) to compare inmates' core discussion network with the core discussion network of the general Dutch population. Data are analyzed from the Prison Project (n = 1909) and the Survey of the Social Networks of the Dutch (n = 394). Compared with the general Dutch population, prior to incarceration, prisoners generally have a core discussion network that is similar to or even better with respect to network structure and relationship quality. However, prisoners' core discussion network members seem to lack socioeconomic resources. (C) 2013 Elsevier Inc. All rights reserved.",2,0049-089X,WOS:000325670700016
J,"Kohlbacher, Josef; Reeger, Ursula; Schnell, Philipp",Strong ties inside and outside the neighbourhood. An exploratory analysis of the spatial dimension of ego/alter relations in three urban settings in Vienna,Finisterra - Revista Portuguesa de Geografia,2013,"Regarding the spatial dimension of ego/alter relations, the fact whether egos and alters live within the same neighbourhood and the consequences thereof are heavily debated. Some authors argue that a network consisting mostly of people who live in the same urban area may result in lower socio-economic opportunities. Another strand of research emphasizes the importance of strong ties on the local level for neighbourhood embeddedness and social cohesion. In this article the role of the neighbourhood (a) in the formation of strong ties, (b) as the place where strong ties currently live and (c) as a meeting place for people sharing strong ties is investigated for three neighbourhoods in Vienna. In line with previous research results, it turns out that in the socially marginalized remote setting, strong ties are more often neighbourhood-based and less often interethnic. In the more affluent neighbourhood, strong ties are not so strongly bound to the neighbourhood, but are more spatially dispersed.",2,0430-5027,SCIELO:S0430-50272013000200003
B,"Mavin, Sharon; Williams, Jannine","Women's impact on women's careers in management: queen bees, female misogyny, negative intra-relations and solidarity behaviours",HANDBOOK OF RESEARCH ON PROMOTING WOMEN'S CAREERS,2013,,2,,WOS:000328073200009
J,"Martin, Helene; Hertz, Ellen; Messant, Francoise; Delphy, Christine; Fueger, Helene; Sala, Alice","Our Buddies, Ourselves",NOUVELLES QUESTIONS FEMINISTES,2011,,2,0248-4951,WOS:000296825300002
B,"Bagherjeiran, Abraham; Bhatt, Rushi P.; Parekh, Rajesh; Chaoji, Vineet",Online Advertising in Social Networks,HANDBOOK OF SOCIAL NETWORK TECHNOLOGIES AND APPLICATIONS,2010,,2,,WOS:000284500700030
J,"McCrea, Rod","Explaining sociospatial patterns in South East Queensland, Australia: social homophily versus structural homophily",ENVIRONMENT AND PLANNING A,2009,"Model simulations of residential segregation have shown that even modest levels of social homophily (or wishing to live near residents with similar social characteristics) gives rise to distinct spatial patterns of residential segregation. However, this proposition has been contested where social homophily is modest. This paper contrasts two explanations for urban sociospatial patterns (socioeconomic and demographic spatial patterns) in a region where social homophily is modest-South East Queensland (SEQ). The research question is whether sociospatial patterns are better explained by social homophily or by structural homophily. In other words, are they better explained by residents wishing to live in neighborhoods with similar people (social homophily), or by residents with similar social characteristics finding similar neighborhood physical attributes important, and thus moving to neighborhoods with similar people (structural homophily). SEQ residents were asked how important various reasons were in choosing their neighborhood. The survey data were linked to neighborhood social characteristics from census data with the aid of geographic information systems. Six neighborhood social characteristics in SEQ were investigated. Social homophily explained a small, though statistically significant, level of spatial variation in socioeconomic and ethnic (non-Western) environments. However, it did not explain any variation in the other four neighborhood social characteristics which related to household structure: that is, younger nonnuclear household environments; nuclear family environments; and older nonnuclear household environments, or disadvantaged environments. Moreover, structural homophily explained much more variation than did social homophily in all six neighborhood social characteristics. In regions such as SEQ, spatial patterns can largely be explained by structural homophily. Thus, modest levels of social homophily are not necessarily important in explaining sociospatial patterning.",2,0308-518X,WOS:000270524700011
J,"Hwang, Yuan-Chu; Yuan, Soe-Tsyr",Ubiquitous proximity e-service for trust collaboration,INTERNET RESEARCH,2009,"Purpose - The authors seek to propose the notion of ubiquitous proximity e-service for exploring collective wisdom in the ubiquitous environment. Ubiquitous proximity e-service highlights the collective effort focused on collecting the user group's power as the reference for ubiquitous trust decisions.Design/methodology/approach - This paper provides some theoretical utility support for ubiquitous proximity e-service. The ""homophily"" describes the tendency of individuals to associate and bond with similar others. By highlighting the ""homophily"" of e-service participants, these isolated individuals can be treated as a group with proximity. The main value of ubiquitous proximity e-service utilizes the network effect from the collective effort of interpersonal social network.Findings - In order to leap the trust barrier for users to embrace these ubiquitous e-services, ubiquitous proximity e-service makes it possible for users to collaborate with their nearby user groups to establish a reliable and trustworthy interaction environment. The simulation outcomes for trust decision quality enhancement show a significant improvement in a variety of environment settings.Practical implications - A significant value of ubiquitous proximity e-service lies in the increased possibility of establishing innovative social network relationships. From the interpersonal perspective, unfamiliar strangers can make connections with individuals who are proximal and homoplastic to them. The strength of proximity gives people better chances to make interpersonal connections, including both weak ties and strong ties. By combining those interpersonal tie relationships, ubiquitous proximity e-service can easily cause information diffusion and effectively encourage collective wisdom.Originality/value - The paper advocates the utility of ubiquitous proximity e-service that can be realized in the e-commerce environment and which enables information diffusion effectively.",2,1066-2243,WOS:000265859500004
B,"Ruef, Martin; Bonikowski, Bart; Aldrich, Howard E.","Business Owner Demography, Human Capital, and Social Networks",NEW FIRM CREATION IN THE UNITED STATES: INITIAL EXPLORATIONS WITH THE PSED II DATA SET,2009,,2,,WOS:000270682400006
B,"Fertala, Nikolinka",Immigrant entrepreneurs in Hamburg,HANDBOOK OF RESEARCH ON ETHNIC MINORITY ENTREPRENEURSHIP: A CO-EVOLUTIONARY VIEW ON RESOURCE MANAGEMENT,2007,,2,,WOS:000301368800033
S,"Xu, Hongwei; Ruef, Martin",BOUNDARY FORMATION IN EMERGENT ORGANIZATIONS,SOCIOLOGY OF ENTREPRENEURSHIP,2007,"An extensive literature in organizational theory discusses how established organizations shape and maintain their boundaries but offers little guidance as to how organizational boundaries emerge in the first place. This paper examines boundary formation in business startups using a nationally representative dataset of U.S. nascent entrepreneurs. We propose several distinct roles for individuals entering into entrepreneurial activity, distinguishing between ""insiders"" (owner-managers) who commit both time and financial resources to these startups and ""outsiders"" (including passive investors and advisors) who offer more limited resource commitments. Two important criteria demarcating organizational insiders and outsiders in emergent organizations are functionality and perceived trustworthiness. Our results suggest that boundary formation is more often based on a potential member's trustworthiness, as perceived by peers, than functionality, emphasizing considerations such as transaction cost minimization and uniqueness of resource contributions. We propose several mechanisms that may account for this result among nascent entrepreneurs, including a lack of economic sophistication, calculative trust, and the importance of social solidarity for founder recruitment.",2,0733-558X,WOS:000270906000004
J,"Kretschmer, H",Reflections of social psychology in the journal Zeitschrift fur Sozialpsychologie,ZEITSCHRIFT FUR SOZIALPSYCHOLOGIE,1998,In the literature a number of empirical findings report on the pattern of social relations which in general arise coincidentally more frequently between similar persons (Birds of a feather nock together). But with increasing distance the preference between the persons is diminishing. Here similarity can be predicated on a variety of characteristics. This study is to document that the number of publications of authors that appeared in the Zeitschrift fur Sozialpsychologie within the period from 1970 to 1993 has qualified as such a characteristic. In this case the distance between the authors is commensurate with the logarithm of the number of publications. The relative frequency of observed coauthorships between authors with i and j publications per author serves as a non-linear function of the difference between the logarithm of i and j. This non-linear function is also validly applicable to other coauthorship networks such as to physicists.,2,0044-3514,WOS:000077667200003
J,"CLAR, M",SOCIAL-MOBILITY AND FRIENDSHIP CHOICES - A COMPARISON OF BOTH PROCESSES IN THEIR CONSEQUENCES ON THE SOCIAL POSITION OF A PERSON,ZEITSCHRIFT FUR SOZIOLOGIE,1986,,2,0340-1804,WOS:A1986C329400003
J,"RAKE, JM",FRIENDSHIP - FUNDAMENTAL DESCRIPTION OF ITS SUBJECTIVE DIMENSION,HUMANITAS,1970,,2,,WOS:A1970H562600002
J,"SIMON, RJ; CROTTS, G; MAHAN, L",EMPIRICAL NOTE ABOUT MARRIED WOMEN AND THEIR FRIENDS,SOCIAL FORCES,1970,,2,0037-7732,WOS:A1970G886000009
J,"MITCHELL, RE",WHEN MINISTERS AND THEIR PARISHIONERS HAVE DIFFERENT SOCIAL-CLASS POSITIONS,REVIEW OF RELIGIOUS RESEARCH,1965,,2,0034-673X,WOS:A1965CJR9100004
B,"Llimona, Quim; Luque, Jordi; Anguera, Xavier; Hidalgo, Zoraida; Park, Souneil; Oliver, Nuria",Effect of gender and call duration on customer satisfaction in call center big data,"16TH ANNUAL CONFERENCE OF THE INTERNATIONAL SPEECH COMMUNICATION ASSOCIATION (INTERSPEECH 2015), VOLS 1-5",2015,"Customer center call data is typically collected by organizations and corporations in order to improve customer experience through the analysis of such call data. In this paper, we report our findings when analysing more than 26 thousand calls to the call centers of a large corporation in a Latin American country. We focus on the impact of gender and call duration on self reported customer satisfaction. Speech-based gender detection technology is employed to automatically detect the gender of the customer and the agent involved in the calls. A significant correlation is found between self-reported customer satisfaction at the end of the call and gender homophily between the customer and the call center's agent. Interestingly, we do not find any significant effect of call duration on satisfaction.",1,,WOS:000380581600379
S,"Kotani, Hitomu; Yokomatsu, Muncta",Role of Local Festivals on Network Formation among a Variety of Residents in a Community,"2015 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC 2015): BIG DATA ANALYTICS FOR HUMAN-CENTRIC SYSTEMS",2015,"Community activities, such as local festivals, which get residents to collaborate with each other, can enable them to start interacting with others whom they have never interacted with before. This is because festivals exist in a context that is independent of daily jobs or hobbies of residents. This study develops a social network model with the assumption that (i) each player's knowledge and experience is endogenously determined through a network and (ii) players have various preferences for the heterogeneity of this knowledge and experience. We carry out numerical simulations to illustrate the dynamic process of interaction among players. Furthermore, we investigate the dynamic effect of exogenous link addition by festivals oil network formation and utility of each player, and evaluate the value of festivals.",1,1062-922X,WOS:000368940200141
B,"Giacchi, Evelina; Di Stefano, Alessandro; La Corte, Aurelio; Scata, Marialisa",A Dynamic Context-Aware Multiple Criteria Decision Making Model in Social Networks,2014 INTERNATIONAL CONFERENCE ON INFORMATION SOCIETY (I-SOCIETY 2014),2014,"The features of complexity and dynamism characterize a social network and its processes. A network node, to perform a decision-making process, will have to consider its personal knowledge and also the influences received from its surroundings. The relationships of each single node change over the time, according to the dynamic evolution of the social network, altering at each time the relations between decision's criteria and then the decision itself. The main aim of the proposed model is to apply analytical tools provided by the social network analysis to multiple criteria decision making processes, helping to better understand and to correctly model the decision-making process within a social network. The node's context-awareness, together with the time and the decision's context, plays a central role in the decision-making process, modifying the position, in a scale of importance and centrality, of a criterion with respect to each other, leading to decide one way rather than another one. Therefore, modeling the behavior of a node inside a social network, will help to understand the social network phenomena and community's behavior, in order to predict and analyze their strength and the new behavioral patterns that emerge from these processes.",1,,WOS:000380487500024
J,"Doha, Ahmed; Elnahla, Nada; McShane, Lindsay",Social commerce as social networking,JOURNAL OF RETAILING AND CONSUMER SERVICES,2019,"Behavioral intention toward social commerce has been explained mainly by consumers' pursuit of utilitarian and economic value. However, in this paper, we show that consumers can be drawn to social commerce primarily for the pursuit of social value. Based on quantitative data from 193 university students, we found the pursuit of socialization, not usefulness or value, was the main driver for consumers' behavioral intention toward social commerce services. The results of this study demonstrate social commerce as a vehicle for social value in the form of social capital gains and social engagement. This presents a new use of social commerce and shifts away from understanding it solely as a vehicle for functional or economic value.",1,0969-6989,WOS:000458215400033
J,"Edo, Anthony; Jacquemet, Nicolas; Yannelis, Constantine",Language skills and homophilous hiring discrimination: Evidence from gender and racially differentiated applications,REVIEW OF ECONOMICS OF THE HOUSEHOLD,2019,"This paper investigates the importance of ethnic homophily in the hiring discrimination process. Our evidence comes from a correspondence test performed in France in which we use three different kinds of ethnic identification: French sounding names, North African sounding names, and foreign sounding names with no clear ethnic association. Within the groups of men and women, we show that all non-French applicants are equally discriminated against when compared to French applicants. Moreover, we find direct evidence of ethnic homophily: recruiters with European names are more likely to call back French named applicants. These results show the importance of favoritism for in-group members. To test for the effect of information about applicant's skills, we also add a signal related to language ability in all resumes sent to half the job offers. The design allows to uniquely identify the effect of the language signal by gender. Although the signal inclusion significantly reduces the discrimination against non-French females, it is much weaker for male minorities.",1,1569-5239,WOS:000459621800014
J,"Van Leeuwen, Marco H. D.; Maas, Ineke; Hin, Saskia; Matthijs, Koen","Socio-economic modernization and enduring language barriers: choosing a marriage partner in Flemish communities, 1821-1913",HISTORY OF THE FAMILY,2019,"In this article, we study how potentially conflicting forces of socio-economic modernization and enduring language barriers influenced one of the most intimate acts of social interaction: marriage. In the period during which Belgium underwent social and economic modernization - often thought to have diminished barriers between social groups, increasing the likelihood of social heterogamy - linguistic barriers remained strong. The intriguing question is, what happens if socio-economic modernization coincides with persistent linguistic cleavages. We will study this by looking at marriage formation in communities in the province of (contemporary) Flemish Brabant and the Brussels Capital Region. We ask: How large were the temporal and municipal variations in homogamy by social status in the period 1821-1913? And can modernization and the existence of linguistic divisions explain these variations? We use two types of data: couple data from civil registration records in Flemish Brabant 1821-1913 (N = 333,729), and, for some analyses, context data on the municipality at the time of marriage to a shorter period, 1859-1910, and thus a lower number of marriages (N = 270,151). We find that during modernization a shift took place from homogamy on fathers' status to homogamy on groom's status, and we find partial support for the effect of language barriers.",1,1081-602X,WOS:000462901600005
J,"Bamakan, Seyed Mojtaba Hosseini; Nurgaliev, Ildar; Qu, Qiang",Opinion leader detection: A methodological review,EXPERT SYSTEMS WITH APPLICATIONS,2019,"A social network as an essential communication platform facilitates the interactions of online users. Based on the interactions, users can influence or be affected by the opinions of others. The users being able to influence and shape the opinions of others are considered as opinion leaders. The problem of identifying opinion leaders is an important task due to its wide applications in reality, including product adoption for marketing and societal analytics. The problem has been attracting proliferating studies over the recent years. To overview and provide insights of the methodologies and enlighten the future study, we review the well-known techniques for opinion leader detection problems. These techniques are classified into descriptive approaches, statistical and stochastic methods, diffusion process based approaches, topological based methods, data mining and learning methods, and approaches based on hybrid content mining. The advantages and drawbacks of each method are systematically analyzed and compared, to provide deep understanding into the existing research challenges and the direction of future trends. The findings of this review would be useful for those researchers are interested in identifying opinion leaders and influencers in social networks and related fields. (C) 2018 Published by Elsevier Ltd.",1,0957-4174,WOS:000448097700014
J,"Fincham, Kelly",Exploring Political Journalism Homophily on Twitter: A Comparative Analysis of US and UK Elections in 2016 and 2017,MEDIA AND COMMUNICATION,2019,"The tendency of political journalists to form insular groups or packs, chasing the same angles and quoting the same sources, is a well-documented issue in journalism studies and has long been criticized for its role in groupthink and homogenous news coverage. This groupthink attracted renewed criticism after the unexpected victory of Republican candidate Donald Trump in the 2016 US presidential election as the campaign coverage had indicated a likely win by the Democratic candidate Hillary Clinton. This pattern was repeated in the 2017 UK election when the Conservative party lost their majority after a campaign in which the news coverage had pointed to an overall Tory victory. Such groupthink is often attributed to homophily, the tendency of individuals to interact with those most like them, and while homophily in the legacy media system is well-studied, there is little research around homophily in the hybrid media system, even as social media platforms like Twitter facilitate the development-and analysis-of virtual political journalism packs. This study, which compares Twitter interactions among US and UK political reporters in the 2016 and 2017 national elections, shows that political journalists are overwhelmingly more likely to use Twitter to interact with other journalists, particularly political journalists, and that their offline tendencies to form homogenous networks have transferred online. There are some exceptions around factors such as gender, news organizations and types of news organization-and important distinctions between types of interactions-but overall the study provides evidence of sustained homophily as journalists continue to normalize Twitter.",1,2183-2439,WOS:000462006700003
J,"Flache, Andreas",Between Monoculture and Cultural Polarization: Agent-based Models of the Interplay of Social Influence and Cultural Diversity,JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,2018,"Social influence is one of the most important processes in human social interaction. Very often in human social interaction, influence is assimilative in that individuals become more similar to others they interact with. Nevertheless, cultural differences continue to remain in many realms of human life, for example, in the form of technological boundaries. Research on social influence points to a range of possible reasons for persistent cultural diversity, but there is much less clarity about the interplay of various factors and conditions for cultural influence with fundamental processes of social interaction at the micro-level. In this article, I show how agent-based computational modeling can be used as an approach for unraveling the complex interplay between simple first principles of interpersonal social interaction and emergent societal outcomes. I give a brief overview illustrating some of the main approaches agent-based modelers have developed in recent decades to understand conditions and processes of the emergence of cultural diversity. Models will be discussed that generate mainly cultural consensus as long-term behavior, but also models that generate clustering of cultural attitudes in geographical or social space, and models that imply cultural polarization with sharp cultural boundaries between emergent factions. It will be discussed how model dynamics depend on further assumptions, for example about random events, or the scaling of cultural attitudes, and what are further developments in the literature, possible future directions and challenges for the application of computational agent-based modeling in archeological research on cultural boundaries.",1,1072-5369,WOS:000450008500003
J,"Valasek, Justin",Dynamic reform of public institutions: A model of motivated agents and collective reputation,JOURNAL OF PUBLIC ECONOMICS,2018,"State capacity is optimized when public institutions are staffed by individuals with public-service motivation. However, when motivated agents value the collective reputation of their place of employment, steady-state equilibria with both high and low aggregate motivation (reputation) in the mission-oriented sector exist. Reforming a low-motivation institution requires a non-monotonic wage path: since the effect of higher wages on motivation is negative for a high-reputation institution, but positive for a low-reputation institution, a transition to a high-reputation steady state requires an initial wage increase to crowd motivated workers in, followed by a wage decrease to crowd non-motivated workers out. (C) 2018 Elsevier B.V. All rights reserved.",1,0047-2727,WOS:000453644500007
J,"Ertug, Gokhan; Gargiulo, Martin; Galunic, Charles; Zou, Tengjian",Homophily and Individual Performance,ORGANIZATION SCIENCE,2018,"We study the relationship between choice homophily in instrumental relationships and individual performance in knowledge-intensive organizations. Although homophily should make it easier for people to get access to some colleagues, it may also lead to neglecting relationships with other colleagues, reducing the diversity of information people access through their network. Using data on instrumental ties between bonus-eligible employees in the equity sales and trading division of a global investment bank, we show that the relationship between an employee's choice of similar colleagues and the employee's performance is contingent on the position this employee occupies in the formal and informal hierarchy of the bank. More specifically, homophily is negatively associated with performance for bankers in the higher levels of the formal and informal hierarchy whereas the association is either positive or nonexistent for lower hierarchical levels.",1,1047-7039,WOS:000444811600009
J,"Flache, Andreas",ABOUT RENEGADES AND OUTGROUP HATERS: MODELING THE LINK BETWEEN SOCIAL INFLUENCE AND INTERGROUP ATTITUDES,ADVANCES IN COMPLEX SYSTEMS,2018,"Polarization between groups is a major topic of contemporary societal debate and research. Formal models of opinion dynamics try to explain how intergroup polarization arises from simple first principles of social interaction. In existing models, intergroup attitudes affect social influence in the form of homophily or xenophobia, fixed tendencies of individuals to be more open to influence from ingroup members or distance themselves from attitudes of outgroup members. These models generate polarization between groups, but they neglect a central insight from empirical research. Intergroup attitudes are themselves subject to social influence in interactions with both in- and outgroup members. A model is proposed in which the attitude which is subject to social influence is also an intergroup attitude. It affects in turn the influence process itself. Furthermore, it is shown how this changes model predictions about process and conditions of polarization between groups. More complex patterns of intergroup relations emerge than in a model with fixed xenophobia. Especially, a renegade minority ('outgroup lovers') is found to have a key role in avoiding mutually negative intergroup relations and even elicit reversed polarization, resulting in a majority of individuals developing a negative attitude towards their ingroup and a positive one for the outgroup.",1,0219-5259,WOS:000455589800006
J,"Frank, Kenneth A.; Xu, Ran; Penuel, William R.",IMPLEMENTATION OF EVIDENCE-BASED PRACTICE IN HUMAN SERVICE ORGANIZATIONS: IMPLICATIONS FROM AGENT-BASED MODELS,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,2018,"Much of the impact of a policy depends on how it is implemented, especially as mediated by organizations such as schools or hospitals. Here, we focus on how implementation of evidence-based practices in human service organizations (e.g., schools, hospitals) is affected by intraorganizational network dynamics. In particular, we hypothesize intraorganizational behavioral divergence and network polarization are likely to occur when actors strongly identify with their organizations. Using agent-based models, we find that when organizational identification is high, external change agents who attempt to direct organizations by introducing policy aligned messages (e.g., professional development emphasizing specific teaching practices) may unintentionally contribute to divergence in practice and polarization in networks, inhibiting full implementation of the desired practices as well as reducing organizational capacity to absorb new practices. Thus, the external change agent should consider the interaction between the type of message and the intraorganizational network dynamics driven by organizational identification.",1,0276-8739,WOS:000444421100008
J,"Ganser, Christian; Keuschnigg, Marc",SOCIAL INFLUENCE STRENGTHENS CROWD WISDOM UNDER VOTING,ADVANCES IN COMPLEX SYSTEMS,2018,"The advantages of groups over individuals in complex decision-making have long interested scientists across disciplinary divisions. Averaging over a collection of individual judgments proves a reliable strategy for aggregating information, particularly in diverse groups in which statistically independent beliefs fall on both sides of the truth and contradictory biases are cancelled out. Social influence, some have said, narrows variation in individual opinions and undermines this wisdom-of-crowds effect in continuous estimation tasks. Researchers, however, neglected to study social-influence effects on voting in discrete choice tasks. Using agent-based simulation, we show that under voting - the most widespread social decision rule - social influence contributes to information aggregation and thus strengthens collective judgment. Adding to our knowledge about complex systems comprised of adaptive agents, this finding has important ramifications for the design of collective decision-making in both public administration and private firms.",1,0219-5259,WOS:000455589800004
J,"Ben-Hafaiedh, Cyrine; Micozzi, Alessandra; Pattitoni, Pierpaolo",Academic spin-offs' entrepreneurial teams and performance: a subgroups approach,JOURNAL OF TECHNOLOGY TRANSFER,2018,"Academic spin-offs' entrepreneurial teams generally concentrate high levels of research and development experience while they are often found lacking in commercial skills. This prompts the integration of surrogate entrepreneurs (practitioners) but the literature questions the effectiveness of these artificially created teams. We argue that faultline theory applied to this context of different identity-based subgroups in a team can provide important insight, and complement the traditional approaches to top team diversity such as upper echelons theory. Our research compares the impact of the three main possible academic spin-off entrepreneurial team configurations on the two principal success-related tasks, innovation and sales, and considers the role important stakeholders, such as public research institutions and industrial partners, can have. In a sample of 164 academic spin-offs, we show that certain configurations are more suited to certain objectives and that faultline theory does indeed contribute to better our understanding of the entrepreneurial teams' outcomes. Furthermore, the expectations one might have with regard to the extended entrepreneurial team as a possible remedy for weak core team configurations are not supported by our data. Implications for theory and practice are provided.",1,0892-9912,WOS:000431434500007
